Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$73K - $91K (Glassdoor Est.),"The data scientist is responsible for delivering data science and advanced analytics projects that contribute to audience selection and personalisation for customer recommendations, offers and 1-1 marketing campaigns, and improved health insurance business performance.
As well as bringing strong data processing and technical data science capabilities; you will also enjoy working closely with business stakeholders to understand requirements and translate these into data-driven approaches; bringing fresh ideas to ensure that data science projects are supporting the delivery of the health insurance business strategy and the customer analytics roadmap.
How will I help?
Execute analytical approaches, including (but not limited to) developing / training / optimising machine learning models, other forms of analytical modelling (e.g. descriptive, predictive) and applied statistics
Leverage capabilities of the new data science platform to productionise relevant analytical models / outputs
Full time",3.7,"Bupa
3.7",New South Wales,10000+ Employees,1947,Company - Private,Healthcare Services & Hospitals,Healthcare,$5 to $10 billion (USD)
Business Intelligence (BI) & Data Warehouse Developer,$73K - $91K (Glassdoor Est.),"What is it like working at Harris Farm Markets?
Fun, fast paced and in IT you will have opportunity to work on multiple platforms and cutting-edge technologies. As family owned dynamic fresh food retailer who is rapidly growing, to thrive you will need to be open to being incredibly flexible and agile in order to meet business demands. In other words, it is busy and very fun!
As for our team, we are a small team of innovative developers who deliver quality solutions to the technical challenges of a rapidly growing company who have been a household name since 1971.
The Company
Harris Farm Markets has built a strong reputation for delivering good quality fresh food at great value for our customers.",3.7,"Harris Farm
3.7",Australia,501 to 1000 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
"Quantum Researcher, Experiment (all levels)",$73K - $91K (Glassdoor Est.),"Quantum Brilliance is the world leader in room-temperature quantum computing using synthetic diamonds. Our unique vision is to make quantum computing available as an everyday technology, from data centres to remote and mobile systems like autonomous robots and satellites. In contrast to quantum computers that fill a room, we are developing quantum accelerators with more compute power than a classical supercomputer but a form-factor smaller than a lunchbox.
We are a full-stack Australian-German quantum computing company, led and supported by the pioneers of diamond quantum information processing. Our HQs are in Canberra and Stuttgart, with additional locations across Australia and southern Germany. We are working with global technology leaders to develop quantum computing applications, integrate quantum with high-performance computing, solve materials science challenges and develop ultra-precise semiconductor manufacturing and control techniques. We are backed by leading venture-capital funds and major research and technology institutes.",2.4,"Quantum Brilliance
2.4",Canberra,51 to 200 Employees,2019,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
"Software Developers (Real-time Simulation & Machine Technology) – all experience levels, full and part-time",$73K - $91K (Glassdoor Est.),"All experience levels, full and part-time
Immersive Technologies is one of the world's most successful companies in driving continuous improvement of human performance within the mining industry. We're part of the global Komatsu Group of companies, and are the world's largest supplier of mining equipment simulators, with our solutions deployed in over 50 different counties.
Our staff love Immersive because we have some of the most exciting and interesting development projects in Perth, and our products make a genuine difference in the safety and performance of operators. Our projects involve real-time simulation, low-level hardware interfacing, web development, and data management and analytics. Our developers get to work across our full and diverse technology stack, so there are plenty of chances to learn and develop new skills.",4.1,"Immersive Technologies
4.1",Osborne Park,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$25 to $50 million (USD)
Technology Graduate - 2023,$73K - $91K (Glassdoor Est.),"Hi, we’re PEXA!
We know you’ll Google us before applying, so let’s keep this brief. PEXA revolutionised the way that property is settled in Australia, turning a paper-based process into a digital one. Our solution is a world-first, with over 500 people across Australia and an expanding international team, we’re helping 20,000+ families into their homes each week.
We’re passionate about solving problems for our customers – always striving to set the standard for how property is bought and sold. Being awarded as one of the best places to work in Australia is a recognition of our culture and commitment to innovation, customers and our community.
We’re growing fast, that is where you come in.
*
What it’s like to work here*",4.5,"Property Exchange Australia Limited
4.5",Australia,201 to 500 Employees,2010,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable
Artificial Intelligence- Virtual Assistant & NLP Data Scientist,$73K - $91K (Glassdoor Est.),"Are you curious about how digital is changing the world?
Join Accenture and help transform leading organizations and communities around the world. The sheer scale of our capabilities and client engagements and the way we collaborate, operate and deliver value provides an unparalleled opportunity to grow and advance. Choose Accenture, and make delivering innovative work part of your extraordinary career.
As a leading professional services company with people working across 120 countries, your career can take many exciting paths spanning interactive, strategy, consulting, technology and operations.
As part of a global diverse workforce you will help organisations across every industry imaginable improve the way they work. Join us and let challenging, interesting and enjoyable work become part of daily life.",3.9,"Accenture
3.9",Canberra,10000+ Employees,1989,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD)
Junior Data Analyst - Western Public Health Unit,$73K - $91K (Glassdoor Est.),"Job Description
Location: Melbourne | Western Metropolitan
Job type: Not provided
Organisation: Western Health
Salary: Salary not specified
Occupation: Health and Allied Health
Reference: 46631",3.9,"Western Health
3.9",Melbourne,5001 to 10000 Employees,-1,Hospital,-1,-1,Unknown / Non-Applicable
Delivery Lead - Data Intelligence,$73K - $91K (Glassdoor Est.),"Join us on our mission to make a better world of work.
Culture Amp revolutionizes how over 25 million employees across 5,000 companies create a better world of work. As the global platform leader for employee experience, Culture Amp empowers companies of all sizes and industries to transform employee engagement, develop high performing teams, and retain talent via cutting-edge research, powerful technology, and the largest employee dataset in the world. The most innovative companies across the globe, such as Salesforce, Unilever, PwC, KIND, SoulCycle, and BigCommerce depend on Culture Amp every day.
Culture Amp is backed by 10 years of innovation, leading capital venture funds, and offices in the U.S, U.K, Germany and Australia. Culture Amp is recognized as one of the world’s top private cloud companies by Forbes and one of the most innovative workplace companies by Fast Company.",4.1,"Culture Amp
4.1",Australia,501 to 1000 Employees,2011,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Lecturers: Data Science,$73K - $91K (Glassdoor Est.),"Join our lecturing team for Trimester 2 beginning in July
Ongoing lecturing work available for strong performers
After three trimesters, be eligible for a permanent part-time position
Role
Kaplan Business School – one of the highest-quality providers of higher education in Australia – is seeking Lecturers in Adelaide, Brisbane, Melbourne, Perth and Sydney for the following areas:
Data Management and Storage
Time-series Forecasting
Machine Learning and Artificial Intelligence",3.6,"Kaplan Australia
3.6",Sydney,10000+ Employees,1938,Subsidiary or Business Segment,Education Support & Training Services,Education,$2 to $5 billion (USD)
"I.T. Graduate Opportunity – Business Technology / Systems Development (Melbourne, Australia)",$73K - $91K (Glassdoor Est.),"Fresh from being ranked #2 on Deloitte’s Tech Fast 50 list, Removify is primed for another big year of growth. We are expanding our unique online content removal services both in Australia and globally, which means incredible opportunities to join our award-winning Tech Team.
This role is all about your attitude and your aptitude, not your experience!
You are:
a smart cookie, hungry to learn
a passionate problem-solver
a humble team player
eager to work on things that make a real difference, not just get a cool company listed on your resume",5.0,"Removify
5.0",Cremorne,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
2023 Nearmap Graduate Program - AI Systems (Machine Learning),$73K - $91K (Glassdoor Est.),"Company Description

Nearmap is unique. A global technology company with incredible people; a market-leader with energy and spirit. Nearmap was named as one of the world’s 10 Most Innovative Companies of 2020 by Fast Company magazine – and we’re growing.

What we do
We provide easy, instant access to high-resolution aerial imagery, city-scale 3D content, AI datasets and integrated geospatial tools, with wide-scale coverage across the USA, Canada, Australia and New Zealand. At the core of it, we’re a location content company, a visual analytics company, and a software as a service company. Innovation is weaved into our DNA.",3.7,"Nearmap
3.7",Sydney,201 to 500 Employees,2007,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Graduate Data Science - Brisbane (Corporate),$73K - $91K (Glassdoor Est.),"Job Number:
82295
Work type:
Permanent - Full Time
Location:
Brisbane
Categories:
Information Technology
Aurizon is seeking Graduates for our 2023 Graduate Campaign!
Our Graduates are permanent employees at Aurizon and this program provides an opportunity to develop technical and leadership capability across areas of our business. Graduates are offered diverse opportunities, flexibility, building of networks, professional challenges and a supportive career path in a top 100 ASX listed company. This program will build strong foundations for a successful future.",3.7,"Aurizon
3.7",Brisbane,1001 to 5000 Employees,2009,Company - Public,Taxi & Car Services,Transportation & Logistics,$2 to $5 billion (USD)
Business Data Analyst - Graduates Welcome to Apply!,$73K - $91K (Glassdoor Est.),"Hiring Business Graduates!
We are seeking Graduates who have interest in Business and Data Analysis. If you're passionate about Data Science, Data mining and modelling then look no further and apply now!
This role allows flexible and blended working options. We are open for candidates who aspire to join financial services industry and grow their career with Australia's leading fund administration company in Retirement and Superannuation.
Overview
Link Group is one of Australia's leading fund administration and share registry specialists. We are a market leading provider of technology-enabled administration solutions, continually developing our offerings to expand with our clients' needs. Since our inception, Link Group has been entrusted by clients to handle sensitive data in a secure and confidential manner. Our core businesses of fund administration and securities registration are complemented by our expertise in digital solutions and data analytics.",3.2,"Link Group
3.2",Melbourne,1001 to 5000 Employees,2005,Company - Public,Research & Development,Management & Consulting,$500 million to $1 billion (USD)
Data & Reporting Specialist,$73K - $91K (Glassdoor Est.),"Data and Reporting Specialist
Be part of a group that is safety driven and values inclusion and diversity
Work in a cutting-edge technology hub in a diverse and dynamic team
Monday-Friday based at the Perth offices with flexible working from home arrangements.
About the role
All progress begins with pioneers. At Rio Tinto, it begins with you.
We are looking for a Data and Reporting Specialist to make a positive impact to the business by leading a team specialised in data architecture and data and reporting solutions, that drive critical business planning and improvement processes, with better service and support outcomes for Rio Tinto’s Iron Ore business in Western Australia.",3.8,"Rio Tinto
3.8",Perth,10000+ Employees,1873,Company - Public,Mining & Metals,"Energy, Mining, Utilities",$10+ billion (USD)
Data Scientist,$73K - $91K (Glassdoor Est.),"Our Company

At Nissan’s Global Customer Experience team (NCX) we design and develop world class experiences for car shoppers and owners. Based in Paddington London, at the Customer Experience Centre (CEC), you will be part of a talent packed & innovative organization with capabilities covering Strategy, Design, Analytics, Product, and Implementation that works closely with regional teams around the world to improve the ways customers can interact with Nissan.

In this role you will be joining CEDAR (Customer Experience Data, Analytics & Reporting) team within NCX to drive the value that can be derived from the data generated by millions of interactions each day across 145 markets from visitors to our digital channels and connected cars. For this we are looking for a hands-on Data Scientist with advanced machine learning skills combined with practical business acumen.


Your objective will be to examine trends to make intelligent data-driven decisions, find insights in data that others have not discovered, and run proof-of-concept exercises showing how predictions can be used to improve the customer experience.

Main tasks and responsibilities include;

Ability to work with multiple data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Present information using data visualization techniques
Propose solutions and strategies to business challenges


Proven experience in Data Science / Advanced Analytics / Statistical Modelling
Proven experience in data wrangling, data cleansing, data mining
Good Understanding of supervised/unsupervised machine-learning algorithms, dimension reduction algorithms like PCA, auto-encoders
Experience with Tree based models – Decision Trees, Random Forest, Catboost etc. and Clustering techniques such as K-means, Agglomerative Clustering, DBSCAN
Ability to generate insights from data using EDA and exposure to ML model interpretability tools such as SHAP, LIME
Prior experience with NLP - Text Processing/Cleaning, Sentiment Analysis, Text Classification, Topic Modelling, feature extraction, transformers etc. Knowledge of NLTK, TF-IDF, GCP NLP API, BERT
Good working experience in programming using Python, SQL and data visualization libs like Matplotlib, Seaborn
Experience working with cloud platforms, GCP, version control using Git benficial
Ability to work with APIs for data extraction and experience in productionizing beneficial
Experience in using business intelligence tools like Power BI, Tableau
Problem-solving aptitude with great interpersonal and communication skills
Prior experience with customer analytics/ marketing data analytics in any industry will be plus
Fluent English verbal and written communication skills essential
London United Kingdom",3.6,"Nissan
3.6",Paddington,10000+ Employees,-1,Subsidiary or Business Segment,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD)
Graduate Machine Learning (Melbourne based),$73K - $91K (Glassdoor Est.),"Kick start your tech career by joining our team as a Graduate Machine Learning Consultant and learning from an extremely talented bunch of technologists, both on and off the job.
Kickstart your career in technology consulting
Learn from an experienced team of technologists
Friendly, fun, and flexible team environment
As a Machine Learning Graduate, you will have the opportunity to learn from Data Scientists, DevOps engineers, and our consulting team to learn and apply best-practice data science and software engineering.
This is a fantastic opportunity for someone looking to launch their career within the Machine Learning space. The structure of the team allows you to work closely alongside the entire team and other key staff gaining mentorship, knowledge, and experience.",4.7,"KJR
4.7",Melbourne,51 to 200 Employees,1997,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Mergers & Acquisitions (iDeal) - 2023 Graduate Program (Sydney),$73K - $91K (Glassdoor Est.),"Date: 18-Jul-2022

Location:
Sydney, NSW, AU

Department: Financial Advisory

Description:
Job Requisition ID: 25803

Be part of Australia’s largest cohort of graduates – meaning you’ll have a community of other grads to lean on and learn from!
Receive unparalleled professional development through our year-round graduate learning academy
Have a buddy and career coach to give you feedback, support and advice

Are you looking to develop your business modelling expertise in a top-tier firm? Learn from the best as you craft bespoke solutions for our clients!

What will you get to do?
Every day brings different challenges and opportunities in the iDeal team. iDeal enables you to go deeper into the data to find the story behind the analytics– while there’s still time to act! Learn from our experts how to support clients making their most complex decisions. Sound interesting?

Your future starts with us.
We thrive in an exciting and dynamic workplace where no two days are the same. iDeal provides big-picture insights with a microscopic level of detail. iDeal can help clients put our capabilities to work through analysis.

Enough about us, let’s talk about you.


An inquisitive nature and an insatiable hunger to learn more
Possesses strong analytical and/or quantitative skills
Is a strong communicator – both verbally and written
A degree in any of IT/IS/Computer Science, Software Engineering, Data, Finance, Mathematics/Statistics, Accounting, Business/Commerce, Engineering
Program skills are beneficial but not required - SQL / R / Alteryx / Python / Tableau / QlikView / GitHub / VBA
Australian permanent residency or Australian/New Zealand Citizenship

Why Deloitte?

At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.",4.0,"Deloitte
4.0",Sydney,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
Consulting - Climate and Sustainability - 2022/23 Graduate Program (Brisbane),$73K - $91K (Glassdoor Est.),"Date: 11-Jul-2022

Location:
Brisbane, QLD, AU

Department: Consulting

Description:
Job Requisition ID: 28921

Get involved in real client work that’s meaningful and purpose-led, developing and building your skills along the way

Flexible work arrangements – work in a way that suits you best

Technology and retail discounts – from Apple, Windows, The Iconic… the list goes on!

Your future starts with us.
Climate change is the most important issue of our generation. Deloitte’s Climate and Sustainability teams deliver strategic, operational, and digital transformations, helping organisations thrive in a low-emissions, resilient and inclusive economy. We help transform businesses, government, and communities for a sustainable Australia.

What will you get to do?

Working in small, flexible teams, you’ll deliver innovative thinking and business-changing recommendations for our clients. You’ll get the chance to design and implement solutions ranging from commercialising new ventures to helping transform organisational supply chains by identifying opportunities for reducing carbon emissions. We will set you up for success giving you responsibilities early, get to work with big name clients, and be a part of a multidisciplinary team of experts with a multitude of professional backgrounds.

Enough about us, let’s talk about you
You’ll be highly motivated, hardworking and an organised student who:

Combines logical thinking with creativity to approach problem-solving in a unique way

Is fascinated by what generates competitive advantage for businesses

Has excellent communication and interpersonal skills

Thrives in collaborative environments

Is unafraid of difficult problems and ambiguity

Can drive strong commercial and societal outcomes

Studying Environmental Science, Data & AI, Engineering, Commerce, Law, Science, Information Systems and Technology, Computer Science or Mathematics.

Why Deloitte?
At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space",4.0,"Deloitte
4.0",Brisbane,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
Consulting - Data & AI - 2022/23 Graduate Program (Canberra),$73K - $91K (Glassdoor Est.),"Date: 18-Jul-2022

Location:
Canberra, ACT, AU

Department: Consulting

Description:
Job Requisition ID: 24424

Receive unparalleled professional development through our year-round graduate training program, D|Academy.

Work with industry leaders and experts, and top-tier list of clients

Be part of Australia’s largest cohort of graduates – meaning you’ll have a community of other grads to lean and learn from!

to help our clients make data-driven decisions, and to automate processes wherever it makes the most sense. To sum it up, we help our clients work smarter.

What will you get to do?
Join our Data & AI team, you’ll get to work with emerging tech like robotics, intelligent automation, and machine learning to redesign knowledge-based work. Harness your creativity to design and implement next-gen solutions to help our clients better manage, protect, share and innovate with their data. By joining us, you’ll be trained on a variety of methods and tools including advanced visualisation, rapid prototyping, Natural Language Processing (NLP) and text analytics, real-time decisioning, machine learning, the list goes on. You’re probably look at that list and thinking – “I don’t know half of those things!” Well, that’s the point isn’t it? We’re here to train you. You just need to be hungry and willing to learn!

Your future starts with us.
Our team of experts are constantly curious and excited about combining our wonderful array of tech expertise to transform data into our clients’ most valuable assets, helping them work smarter. Our team is supported with resources, training and tools they need to excel at their work, along with the freedom and power to create their own paths forward to make a difference.

Enough about us, let’s talk about you.


Has a STEM (Science, Tech, Engineering, Maths), or Business/Finance/Commerce background

Thrives in collaborative environments

Enjoys working on ambiguous and fuzzy problems

Can think logically and laterally

If you’re nodding like crazy because this sounds exactly like you – apply now!

Why Deloitte?

At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.",4.0,"Deloitte
4.0",Canberra,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
Data Science Graduate/Undergraduate - Immed Start!,$73K - $91K (Glassdoor Est.),"Be part of the Award Winning CIMIC Graduate Program
CIMIC Group invests in future leaders by providing graduates with exposure to a global organisation across multiple industries. The CIMIC Group graduate program gives graduates the opportunity to learn and develop whilst working on some of the worlds’ most iconic construction, mining, mineral processing, services, and public private partnership projects – you’ll be part of something BIGGER.
Graduates enter the program working at one of the CIMIC Group Operating Companies: CPB Contractors, Leighton Asia, Sedgman, UGL or EIC Activities. Over the course of the program rotations and industry exposure activities are also available at CIMIC and Pacific Partnerships.
Graduates receive structured, on-the-job training, guided learning plans and leadership mentoring. Over the two-year program, you will experience two one-year rotations with placements in various roles, projects or CIMIC Group companies and be building your career.",3.8,"UGL Limited
3.8",North Shore,5001 to 10000 Employees,1984,Subsidiary or Business Segment,Construction,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable
Junior Data Analyst - Western Public Health Unit,$73K - $91K (Glassdoor Est.),"A unique opportunity exists to join the Western Public Health Unit in the role of Junior Data Analyst.
The Western Public Health Unit (WPHU) has been established to strengthen the public health response to infectious diseases and other health issues in the Western metropolitan region of Melbourne. The Unit is part of a system of three metropolitan Public Health Units; WPHU, North-eastern (NEPHU), South-eastern (SEPHU) and six regional Public Health Units to provide a new state-wide system of public health delivery and oversight. WPHU is currently responsible for COVID-related public health control activities and is taking on increasing responsibility for other communicable disease and health promotion activities, as part of the State’s overall public health response.
The Junior Data Analyst is a member of the Data, Epidemiology and Surveillance (DES) team. The role reports to the Lead Epidemiologist, will work closely with and under the direction of the Data Analyst, and will involve some supervision of activities undertaken by Data Assurance Officers.",3.9,"Western Health Australia
3.9",New South Wales,5001 to 10000 Employees,-1,Hospital,-1,-1,Unknown / Non-Applicable
SVP 2022/2023 - Digital - Data Science,$73K - $91K (Glassdoor Est.),"Date: 26-Jul-2022
Location: AU
Company: Woodside Energy Ltd
Summer Vacation Program – Digital – Data Science

About Woodside Energy

We're a global energy company, founded in Australia with a spirit of innovation and determination. Woodside Energy led the development of the LNG industry in Australia and is applying this same pioneering spirit to solving future energy challenges.",3.6,"Woodside Energy Ltd
3.6",Australia,1001 to 5000 Employees,-1,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$5 to $10 billion (USD)
Forensic Technology - 2023 Graduate Program (Sydney),$73K - $91K (Glassdoor Est.),"Date: 11-Jul-2022

Location:
Sydney, NSW, AU

Department: Financial Advisory

Description:
Job Requisition ID: 29908

Receive unparalleled professional development through our year-round graduate learning academy
Be prepared to be given trust, exposure and real responsibility from day one
Join an award-winning team!

Technology has revolutionised the business space and is now more powerful than ever. But with great power comes great responsibility. That’s why we’re here. Part risk, part tech, we help clients protect their intellectual property and data!

Who are we?
Call us biased, but we’re probably the people with the coolest jobs at Deloitte. We help clients navigate tech risks through internal investigations and forensically analysing electronic evidence collected from phones, computers, networks, storage devices and backup systems. Then, we design solutions that help our clients risk-align and future-proof their systems. Pretty cool, right?

What will your typical day look like?
We’ll be honest, it’s hard to tell you what an average day will look like at Deloitte because every day is just so different! Working on projects with an impressive portfolio of top-tier clients, you’ll get enviable experience as you:

Get exposure to tracing data breaches, intellectual property theft, misuse of computer systems and fraudulent activity (such as corruption and money laundering)
Roll up your sleeves to investigate electronic evidence collected from mobile phones, computers, networks, storage devices and backup systems
Design solutions for engagements relating to electronic discovery, forensic investigations, legal support and digital forensics
Explore and identify patterns in data to underpin decisions and outcomes for clients
Track evidence and prepare detailed reports on forensic analysis findings

Enough about us, let’s talk about you.
We know that as a student, you may not necessarily have a ton of work experience, and that’s okay! At Deloitte, we value your potential to grow more than anything else.


Is studying a degree in Computer Science, IT, Software Engineering, Digital Forensics, Data Science or InfoSys
Is comfortable with turning ambiguous problems and open-ended tasks into creative solutions
Is passionate about investigating data to uncover hidden insights
Has a keen eye for detail and possesses strong communication and writing skills
Works best collaboratively – you thrive when working in a team!
Demonstrates a high level of integrity and maintains confidentiality at all times (this is integral considering the nature of work we do!)

Why Deloitte?
At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.

Next steps
If this sounds like the sort of role for you, apply now!

By applying to this job, you will be assessed against the Deloitte Global Talent Standards. We’ve designed these standards to provide our clients with a consistent and exceptional Deloitte employee experience globally.

At Deloitte, we know we’re at our best when we look out for one another; prioritise respect, fairness, development and wellbeing; foster an inclusive culture and embrace diversity in all forms. All qualified applicants will receive consideration for employment regardless of their background, experience, identity, ability or thinking style, and if you need assistance or an accommodation during the application process for accessibility reasons this is available upon request.

The preferred candidate will be subject to background screening by Deloitte or by their external third-party provider.",4.0,"Deloitte
4.0",Sydney,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
Data Scientists | Simulation | Deep Learning |Baseline | Join VSG Today!,$73K - $91K (Glassdoor Est.),"Are you a driven Data Scientist with experience in either Simulation or Deep Learning?
VSG are looking for driven ICT individuals to work with us and our teaming partners in supporting the Defence and National Security Community.
Join Vertical Scope Group (VSG) and our teaming partners as we prepare for work on one of Australia’s largest ICT transformation projects to be created and delivered for Australian Federal Government nation-wide!
We are looking for Data Scientists with experience in either Simulation or Deep Learning.
Simulation Data Scientists will ideally have experience and skills in statistical simulation, probability theory and scientific computing, as well as demonstrated experience in or a desire to learn Microsoft Azure platform.",5.0,"Vertical Scope Group
5.0",Canberra,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Forensic Analytics - 2023 Graduate Program (Sydney),$73K - $91K (Glassdoor Est.),"Date: 18-Jul-2022

Location:
Sydney, NSW, AU

Department: Financial Advisory

Description:
Job Requisition ID: 24121

Graduate Benefits

Be part of Australia’s largest cohort of graduates – meaning you’ll have a community of other grads to lean on and learn from!

Receive unparalleled professional development through our year-round graduate learning academy

Roll up your sleeves for worthwhile causes on our annual volunteer day, Impact Day, or by working on pro-bono projects

Are you excited to be a part of the team dealing with real and ever-present threats such as fraud, corruption and money laundering?

What will you get to do?

No two days are the same in the Forensic Analytics Graduate program. We provide consultancy and support to clients on a wide range of financial crime and regulatory issues that include money laundering, financial crime and fraud. We look for needles in the massive haystacks of data and information that can signal trouble in the making. Pretty cool, right?

Your future starts with us.

As part of the Forensic family, we're a fast-growing team of trusted advisors who help clients manage their growing regulatory and customer demands for fraud mitigation. In this diverse team, you’ll be involved in:

Data visualisation, statistical and quantitative analysis, explanatory and predictive modelling information to facilitate an informed decision-making process for clients

Continuous monitoring of client’s transactions and activities

Identification of new opportunities for clients through better utilisation of data

Enough about us, let’s talk about you.

You are an inquisitive student with a knack for solving complex problems. You also:

Have passion for data analysis and presenting data for visual impact

Have completed or may be completing a degree in Statistics, Mathematics, Data Science, Actuarial Science, Physics, IT, Engineering, Computer Science, Commerce or equivalent field(s)

Are quick to learn, naturally inquisitive and always up for a challenge

Are excited and open to learning new ways of working

Hold Australian permanent residency or Australian/New Zealand Citizenship (required)

Why Deloitte?

At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.",4.0,"Deloitte
4.0",Sydney,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
Data Science and Machine Learning Consultant / Manager,$73K - $91K (Glassdoor Est.),"Harness the power of data and artificial intelligence to accelerate change.
Join our Applied Intelligence team and create innovative, forward thinking and life changing solutions using cutting-edge technologies. We are changing the world fast, come with us.

Your role: Data Science and Machine Learning Consultant and Managers

You will be part of one global network, tapping into the deep expertise of our Applied Intelligence practice and be faced with boundaryless opportunities to excel.

Drive the growth of your team and build a diverse, entrepreneurial team of professionals with both qualitative and quantitative backgrounds using data-driven and insights-led approaches to respond quickly in a dynamic and ever-changing market",3.9,"Accenture
3.9",Sydney,10000+ Employees,1989,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD)
