Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Graduate Machine Learning (Canberra based),$106K - $120K (Employer Est.),"Kick start your tech career by joining our team as a Graduate Machine Learning Consultant and learning from an extremely talented bunch of technologists, both on and off the job.
Kickstart your career in technology consulting
Learn from an experienced team of technologists
Friendly, fun, and flexible team environment
As a Machine Learning Graduate, you will have the opportunity to learn from Data Scientists, DevOps engineers, and our consulting team to learn and apply best-practice data science and software engineering.
This is a fantastic opportunity for someone looking to launch their career within the Machine Learning space. The structure of the team allows you to work closely alongside the entire team and other key staff gaining mentorship, knowledge, and experience.
What are we looking for?
Completed software engineering/web development certifications;
Strong scripting skills using python or equivalent languages,
Solid understanding of machine learning models and their application to business problems,
Have strong verbal and written communication skills;
Experience building and deploying machine learning models; and
Degree in computer science, preferably natural language processing, speech processing, computer vision.
Most importantly, you’re passionate about learning and have an insatiable hunger for exploring and understanding new technologies. We’re a collaborative team so you will like working with others and won’t be afraid to share your ideas, ask questions or chat with colleagues and customers about the work you’re doing.
Who are we?
KJR is a technology-focused strategic advisory firm, that delivers. We help organisations build, buy and apply technology better. We’re trusted by ASX 100 companies, Australian federal and state government departments, and the start-up ecosystem alike to help drive digital advancement for industry advantage.
Like all great tech companies, we started life in 1997 out of our Founder’s garage and have since grown to employ over 100 software quality specialists Nationally, supported by offices in Sydney, Melbourne, Brisbane, and Canberra.
Our Consultants are a unique bunch with a diverse range of skills and experiences. We encourage our people to identify what motivates them so they can write their own story, leveraging their interests and passions to be the best KJR Consultant they can be. Our fun and inclusive culture ensure that everyone enjoys coming to work each day and to prove this, we've been voted one of Australia's Top 100 Coolest Companies for three years running. KJR also ranked number one for the 2019 APAC Talent Board Candidate Experience Awards Benchmark Program.
Check us out - www.kjr.com.au
Interested?
Select “Apply”, create a profile in our Talent Community and we’ll be in touch!
Show Less",4.7,"KJR
4.7",Canberra,51 to 200 Employees,1997,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Research Scientist (Cell Line Development Scientist),$106K - $120K (Employer Est.),"Shiok Meats is hiring a Research Scientist (Cell Line Development Scientist) to work on stem cells and cell line development for seafood and meats. The candidate is required to support the team to generate crustacean and mammalian cell lines and optimize the culture conditions to produce cultivated seafood and meats in a sustainable and efficient manner.
Position:
Full-time
Australia
Required background:
PhD in Biology/Life Sciences or related field with more than 2 years cell culture post-graduate experience. OR
Masters in Biology/Life Science, Bioengineering, Chemical Engineering or related field with more than 5 years industry experience in cell culture and media development within pharmaceutical/biotechnology company.
Preferred experience:
Embryonic stem (ES) cells isolation and non-integrative induced pluripotent stem (iPS) cells derivation preferred.
Invertebrate/seafood cell culture and developmental biology.
Suspension cell culture and primary cell isolation experience.
Cell culture of satellite cells or myoblasts.
Molecular biology tool optimization.
Key Responsibilities:
Derivation of ES and iPS cell lines from crustaceans, seafood and mammals.
Formulate methods for in vitro fertilization in crustaceans, seafood and mammals.
Differentiate crustacean/seafood/mammalian pluripotent stem cells into muscle stem cells, muscle fibers and adipocytes.
Scouting of labs in Australia for set up of Satellite lab.
Setting up of satellite lab for research in Australia.
Procurement of equipment, consumables and reagents.
Sourcing of farmers or research institutes for sources of embryonic or early developmental stages of crustaceans, seafood and mammals.
Optimize molecular tools to characterize cell lines.
Molecular biology – DNA, RNA, protein work, antibody staining, sequencing, species identification, quantitative PCR.
Maintain cells in culture including routine media exchange, harvest, and sampling.
Establish internal and external quality control tests and partners to align with regulations requirements.
Identify and meet with external vendors and resources where appropriate and oversee external projects required to accomplish project goals.
Rigorous documentation of experimental procedures and data.
Communicate results and data in a timely and effective manner.
Provide guidance to junior scientists or associates.
Contribute to regulatory submissions and inspections as appropriate as a subject matter expert representing cell line development process.
Training in Singapore for Crustacean cell isolations and culture.
Traits:
Strongly motivated and believes in mission to bring crustacean meat to market/
Ability to think out of the box.
Works well independently.
Able to independently design, execute, and interpret laboratory experiments to answer specific scientific questions.
Meticulous and familiar with aseptic techniques.
Self-starter, energizing, results oriented, and able to multi-task.
Must be forward-thinking and be able to lead and contribute to scientific/technical discussions.
Able to independently learn, understand and execute novel/advanced scientific techniques.
Strong time-management and organizational skills.
Have great attention to detail and ability to keep detailed written records in a lab notebook or batch record.
Have strong communication skills including verbal, written, and scientific data presentation to a variety of audiences.
Interest to lead an expanding research team.
Able to work collaboratively within and outside of the group.
Job Type: Full-time
Salary: $7,281.48 – $8,841.79 per month
Benefits:
Health insurance
Referral program
Schedule:
8 hour shift
COVID-19 considerations:
All employees have to be fully vaccinated.
Ability to commute/relocate:
Sydney, NSW: Reliably commute or planning to relocate before starting work (Required)
Education:
Masters Degree (Required)
Work Authorisation:
Australia (Required)
Show Less",-1,Shiok Meats (Singapore) Pte. Ltd.,Sydney,-1,-1,-1,-1,-1,-1
Data & Analytics Opportunities | Canberra,$106K - $120K (Employer Est.),"Date: 21-Jul-2022

Location:
Canberra, ACT, AU

Department: Consulting

Description:
Deloitte Flex - We recognise the importance of balance and embrace agility
Buy and sell leave - purchase up to 6 weeks of extra annual leave
Mentoring and development programs – receive support and coaching to progress your career

Deloitte Canberra predominantly focuses on the Defence Sector, Federal Government and the various Intelligence Communities and local private enterprises. You could be helping the military prepare their workforce for the next national emergency (conflict, bushfire, COVID), delivering projects impacting Australian society, influencing public policy, redesigning the way the Australian Space Agency uses collective intelligence to solve issues at the national level, or be involved in developing competencies you can’t talk about, for secret organisations you’ve never heard of. The projects we work on in Canberra have a lasting impact on the health, economy, defence and security of Australia.

About the team

Deloitte’s Analytics & AI practice is a diverse team comprised of experts across strategy, insight advisory, data engineering, data science and automation. We have a dedicated focus on solving business problems for our clients. Our services range from helping clients understand the potential of Analytics & AI through to designing and implementing solutions. We constantly evaluate new technologies, experiment with new techniques and create leading-edge data and analytics assets that can be used by our clients and practitioners to drive success with Analytics & AI.

You will be part of a close, collaborative team that identifies and builds solutions that are practical as well as visionary, and that make an impact that matters.

Enough about us, let’s talk about you.

We’re looking for candidates with a combination of the following:

At least 4 years’ experience data engineering, feature engineering and/or model development using advanced statistical and machine learning techniques
Demonstrable experience of one or more relevant programming languages e.g. Python, R, Julia
Data Engineering, Software Engineering, Data Governance, Cloud Computing (AWS, Azure, GCP) and project management skills will be highly desirable.
Experience of different project life cycles and delivery methodologies (waterfall, scrum, agile)
Experience with cloud services (Amazon Web Services, Microsoft Azure or Google Cloud Platform)
Demonstrable experience working in a consulting environment or managing non-technical stakeholders
Government (ideally Federal Government and Defence) experience will be highly regarded
Bachelor or MS degree in Mathematics, Statistics, Engineering or similar quantitative disciplines.
Australian Citizenship required
Federal Government security clearance is highly desirable

Why Deloitte?

At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.
Show More",4.0,"Deloitte
4.0",Canberra,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
"Software Developers (Real-time Simulation & Machine Technology) – all experience levels, full and part-time",$106K - $120K (Employer Est.),"All experience levels, full and part-time
Immersive Technologies is one of the world's most successful companies in driving continuous improvement of human performance within the mining industry. We're part of the global Komatsu Group of companies, and are the world's largest supplier of mining equipment simulators, with our solutions deployed in over 50 different counties.
Our staff love Immersive because we have some of the most exciting and interesting development projects in Perth, and our products make a genuine difference in the safety and performance of operators. Our projects involve real-time simulation, low-level hardware interfacing, web development, and data management and analytics. Our developers get to work across our full and diverse technology stack, so there are plenty of chances to learn and develop new skills.
Some of our projects include:
ongoing development of state-of-the-art graphics and stereoscopic 3D
simulating mining machines and mine sites for top global companies
end-to-end design and manufacture of both our hardware and software
developing solutions to help mining companies transition to driverless mines
creating systems to remotely operate real mining equipment
replicating increasingly complex cabin designs and electronics into our simulators
building cloud-based solutions and data-analytics for the mining industry

and many more...
Immersive is committed to recruiting and maintaining a diverse and inclusive team because we strongly believe we're more effective with people from a wide range of backgrounds and identities. We offer both full-time and part-time positions with flexible working hours because we value the importance of work-life balance. We work both from home and in our central well-equipped office with its lake views and great coffee.
Recent graduates or bright stars who have completed at least their second year of university.
We offer talented students the chance to be part of a vibrant, best-practice software development team in a successful and growing company, while being supported to complete their degree part-time.
You'll need:
To have completed at least the first two years of a relevant degree in computer science, games technology, mathematics, physics, engineering or similar
Some experience programming in an object-oriented language (we primarily use C++ but also C#, Typescript and Javascript)
Good communication skills
Experienced software developers/engineers.
We offer opportunities to work on a wide range of exciting projects with friendly and motivated teams. If you'd like to lead then there are plenty of opportunities to lead projects and/or teams.
You'll need:
A relevant degree in computer science, games technology, mathematics, physics, engineering or similar
Experience programming in C++
Good communication skills
Why Immersive?
We have a great group of people who work together in a casual and friendly atmosphere where we can all learn from each other. We work in teams and embrace lightweight, industry best-practice processes with a focus to continually improve.
When you join Immersive you'll be assigned a mentor who will help and guide you to develop skills to grow as a software engineer. We're committed to developing people and offer a clear career progression path, ongoing on-the-job training, personal-project time each fortnight, and competitive salaries.
Show Less",4.1,"Immersive Technologies
4.1",Osborne Park,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$25 to $50 million (USD)
EL 1 (S&T Level 5) - AI/ML Researcher for Adaptive Situational Awareness and Decision Making,$106K - $120K (Employer Est.),"$106,074 - $119,651 (plus Super)
Edinburgh - SA


The Role
Joint and Operations Analysis Division (JOAD) is seeking a candidate to fill the role of S&T5 AI/ML Researcher for Adaptive Situational Awareness and Decision Making. This role sits within the Adaptive Artificial Intelligence (A2I) discipline of the Artificial Intelligence and Decision Analytics (AIDA) Science and Technology Capability (STC) in the Joint Warfare and Operations (JWO) Major Science and Technology Capability (MSTC) of JOAD.

As an AI/ML Researcher for Adaptive Situational Awareness and Decision Making, your role is to integrate advances in these techniques, especially deep learning, toward achieving effective situation awareness and facilitating robust decision making in uncertain, dynamic and adversarial contexts.

Some of your key responsibilities include:
Work in collaboration with Defence and DSTG stakeholders to identify challenges and opportunities for the application of AI and ML.
Contribute to R&D activities, in collaboration with academic partners, toward endowing a deep learning model an ability to evolve in uncertain, rapidly changing contexts; including addressing the multi-modal time series anomaly detection and forecasting tasks using self-supervised and continual learning (or similar) approaches .
Contribute to R&D activities, in collaboration with academic partners, toward domain-adaptive event extraction from multi-modal unstructured data, to support Defence client requirements, including situational awareness and sensemaking to decision makers in multi-domain operations.
Contribute to the development of proof-of-concept and prototype demonstrators.
Communicate, publish and report findings in the Defence and scientific community.
AIDA are also advertising for a S&T 4 'AI and Data Scientist position. Please click here for more information.

About our Team
The Artificial Intelligence for Decision Analytics (AIDA) STC undertakes advanced analytics for machine-enabled planning, situation awareness and decision-making. The STC comprises two S&T disciplines: Situation Representation and Analysis (SRA), and Adaptive Artificial Intelligence (A2I).

The A2I discipline focused on AI/ML techniques that can rapidly adapt to changing, uncertain and adversarial contexts, and be quickly adapted to tasks across domain and environments, toward enabling and enhancing adaptive situational awareness and decision making.

Our Ideal Candidate
JOAD is seeking a research scientist with degree qualifications and/or demonstrated experience in relevant areas of Machine Learning and/or Artificial Intelligence. In addition, the ideal candidate will demonstrate some of the following:

Highly desirable:
Experience with handling complex optimisation problems and deep representation learning.
Experience with self-supervised learning, and learning with limited amount of labelled data.
Experience in handling complex, high-volume, high dimensionality data from varying sources.
Fluency in state-of-the-art machine learning frameworks such as TensorFlow and PyTorch.

Desirable:
Experience with programming languages, especially Python
A track record of publications is desirable.
Sound inter-personal skills and experience working effectively in multi-functional teams.
Show Less",3.9,"Australian Government Department of Defence
3.9",Adelaide,10000+ Employees,-1,Government,National Services & Agencies,Government & Public Administration,$10+ billion (USD)
APS Level 4/5-6 (S&T Level 3-4) - Food Science Researcher,$106K - $120K (Employer Est.),"$69,811 - $95,873 (plus Super)
Scottsdale - TAS


The Role
Do you seek a tree change or an opportunity to earn a big city salary and live the country life? Our ideal candidate will be suited to working on a relatively small Defence site located in Scottsdale, Tasmania. A small rural community - where the air is cleaner, the grass is greener, the food is fresher and nature abounds with serenity and adventure. We will cover all reasonable relocation costs.

We provide opportunities for a long standing career where you can be supported to grow your expertise through on-going formal and informal learning and development activities.

We are seeking an enthusiastic and resourceful food scientist to join our niche team of food scientists, in partnering with academia, Government and industry, to conduct world-class collaborative research and development on shelf-stable foods. You will find creative solutions for complex technical problems across a range of food science and technology fields—investigating, interpreting and transforming knowledge and technology into Defence capabilities. You will have the opportunity to understand challenges, analyse problems and deliver food and feeding solutions with immediate and enduring positive impact to Defence; as well as opportunity for further training and career development.

In your role as a Food Science Researcher you will:
Contribute to the generation and application of new knowledge on food processing technologies, including microwave assisted thermal sterilisation, for industry application in future Defence-specific shelf-stable feeding solutions;
Maintain professional scientific standards and currency in food science capabilities, including food safety, nutrient stability and fortification, advances in food ingredients, processing and packaging technologies, where the focus is on extending the life of shelf-stable foods;
Understand, select and conduct specialised analytical testing on food and packaging solutions in order to demonstrate and validate their ability to provide optimal solutions to identified problems;
Participate in collaborative research with local, national and international academia, industry, Government and military partners;
Communicate research activities and findings to the broader stakeholder and scientific community groups through briefings, formal reports, journal publications and conference presentations.

At times, the role may require significant ‘hands-on’ effort at the laboratory bench and in the food research pilot plant, including preparation, experiment execution and clean-up activities. At times, the role may involve significant desk-based effort to review the literature, analyse data and write reports, and to perform other computer-based tasks. The role also includes experimentation and data collection in military environments, for example during field training exercises.

About The Food & Nutrition (F&N) Team
Our team consists of a diverse team of Defence scientists who come together to provide impartial food and nutrition-related advice and innovative solutions to the Australian Defence Force (ADF). Our mission is to ensure that the nutritional status of ADF personnel is optimal for the achievement of their military tasks across a range of challenging training and operational environments. Our work involves a broad range of F&N science activities, including food processing, food safety systems, new product development, specification writing, food chemistry, microbiology, packaging, supply chain/logistics, sensory and consumer science, nutrition and dietetics.

Our Ideal Candidate
Our ideal candidate will be an optimistic, proactive and highly motivated person who is comfortable working within an agile environment with continually evolving requirements. You will have relevant technical knowledge and/or experience in one or more food science capabilities, which may include food formulation, processing (e.g. retorting) and packaging, food safety, shelf life extension (of shelf-stable foods), nutrient stabilisation and fortification, test and evaluation of food safety and quality, and sensory and consumer science.

You will be able to work productively both as an individual and as a team member. You will be confident in investigating and addressing issues impacting achievement of outcomes. You value strong trust-based relationships and stakeholder engagement and are willing to share and receive learnings and support of/to others. You will be a proven communicator at a technical and non-technical level. To be successful you will require academic qualifications in one or more relevant areas of food science and/or equivalent demonstrated research skills and work experience appropriate to the duties of this position.
Show Less",3.9,"Australian Government Department of Defence
3.9",Scottsdale,10000+ Employees,-1,Government,National Services & Agencies,Government & Public Administration,$10+ billion (USD)
APS Level 4/5-6 (S&T Level 3-4) - Researcher – Space Structures,$106K - $120K (Employer Est.),"$69,811 - $95,873 (plus Super)
Fishermans Bend - VIC
The Role
Under broad direction, the Space Structures Researcher will work as part of a large multi-disciplinary team from DSTG engaging with academia and industry to increase physical resilience in Defence space platforms. They will work closely with experts across DSTG to develop, test and assess novel structural concepts for small satellite applications; ensuring they can survive in the extreme space environment.

Duties and Key Results Areas:


Working with experts across DSTG, develop, test and assess novel structural concepts to increase resilience in Defence Space platforms.
Develop and carry out advanced experimental methods and techniques, including test setup, data acquisition and safety systems to assist with experimental testing in support of technology maturation and to ensure survivability in the extreme space environment.
Collaborate with academia and industry partners to develop and grow emerging capabilities in novel structural applications; building Australian capability to meet Defence needs.
Document and clearly communicate complex technical results and their implications to Defence leaders, stakeholders and external partners.
Contribute to maintaining a positive, inclusive and respectful culture within diverse and multi-disciplinary teams (gender, cultural, age, religious and sexual diversity).

About our Team
Platforms Division aims to leverage world-leading science, technology and partnerships to deliver game-changing air-power capabilities for Australia now and in the future. Platforms Division comprises of eight b[FCM1] ranches of which one is Aerospace Platform Systems. Aerospace Platform Systems is concerned with optimising the structural and propulsion system performance of ADF platforms in the Air and Space domains. Our staff deliver innovative science and technology solutions for current and future air and space platforms. The unique challenges faced by the ADF in sustaining air and space platforms include assuring sovereign capability and flexibility under demanding operational and physical environments with small fleets.

Our Ideal Candidate
Minimum of Bachelors degree in a relevant technical discipline (e.g. aerospace/Space/mechanical Engineering, Materials/Space/Physics/Science) and possess a number of the following attributes:
Excellent collaborative skills with a demonstrated ability to work within multidisciplinary teams including partners and stakeholders
An understanding of Satellite/Space technologies and the effect of the Space environment, and/or a willingness to learn and develop this knowledge.
An understanding of materials, structural applications and/or experience in laboratory testing is preferred.
An ability to engage with experts with diverse technical backgrounds for guidance, advice and collaborative activities
A demonstrated ability to grow and sustain positive relationships with team members and constructively participate in team and group activities.
Excellent written and oral communication skills and the ability to represent an organisation at a national level.
Show Less",3.9,"Australian Government Department of Defence
3.9",Australia,10000+ Employees,-1,Government,National Services & Agencies,Government & Public Administration,$10+ billion (USD)
"Quantum Researcher, Experiment (all levels)",$106K - $120K (Employer Est.),"Quantum Brilliance is the world leader in room-temperature quantum computing using synthetic diamonds. Our unique vision is to make quantum computing available as an everyday technology, from data centres to remote and mobile systems like autonomous robots and satellites. In contrast to quantum computers that fill a room, we are developing quantum accelerators with more compute power than a classical supercomputer but a form-factor smaller than a lunchbox.
We are a full-stack Australian-German quantum computing company, led and supported by the pioneers of diamond quantum information processing. Our HQs are in Canberra and Stuttgart, with additional locations across Australia and southern Germany. We are working with global technology leaders to develop quantum computing applications, integrate quantum with high-performance computing, solve materials science challenges and develop ultra-precise semiconductor manufacturing and control techniques. We are backed by leading venture-capital funds and major research and technology institutes.



Show More",2.4,"Quantum Brilliance
2.4",Canberra,51 to 200 Employees,2019,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Consulting - Data & AI - 2022/23 Graduate Program (Canberra),$106K - $120K (Employer Est.),"Date: 18-Jul-2022

Location:
Canberra, ACT, AU

Department: Consulting

Description:
Job Requisition ID: 24424

Receive unparalleled professional development through our year-round graduate training program, D|Academy.

Work with industry leaders and experts, and top-tier list of clients

Be part of Australia’s largest cohort of graduates – meaning you’ll have a community of other grads to lean and learn from!

Our team’s goal is simple: to help our clients make data-driven decisions, and to automate processes wherever it makes the most sense. To sum it up, we help our clients work smarter.

What will you get to do?
Join our Data & AI team, you’ll get to work with emerging tech like robotics, intelligent automation, and machine learning to redesign knowledge-based work. Harness your creativity to design and implement next-gen solutions to help our clients better manage, protect, share and innovate with their data. By joining us, you’ll be trained on a variety of methods and tools including advanced visualisation, rapid prototyping, Natural Language Processing (NLP) and text analytics, real-time decisioning, machine learning, the list goes on. You’re probably look at that list and thinking – “I don’t know half of those things!” Well, that’s the point isn’t it? We’re here to train you. You just need to be hungry and willing to learn!

Your future starts with us.
Our team of experts are constantly curious and excited about combining our wonderful array of tech expertise to transform data into our clients’ most valuable assets, helping them work smarter. Our team is supported with resources, training and tools they need to excel at their work, along with the freedom and power to create their own paths forward to make a difference.

Enough about us, let’s talk about you.

You are someone who:
Has a STEM (Science, Tech, Engineering, Maths), or Business/Finance/Commerce background

Thrives in collaborative environments

Enjoys working on ambiguous and fuzzy problems

Can think logically and laterally

If you’re nodding like crazy because this sounds exactly like you – apply now!

Why Deloitte?

At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.
Show Less",4.0,"Deloitte
4.0",Canberra,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
Data Science Graduate/Undergraduate - Immed Start!,$106K - $120K (Employer Est.),"Be part of the Award Winning CIMIC Graduate Program
CIMIC Group invests in future leaders by providing graduates with exposure to a global organisation across multiple industries. The CIMIC Group graduate program gives graduates the opportunity to learn and develop whilst working on some of the worlds’ most iconic construction, mining, mineral processing, services, and public private partnership projects – you’ll be part of something BIGGER.
Graduates enter the program working at one of the CIMIC Group Operating Companies: CPB Contractors, Leighton Asia, Sedgman, UGL or EIC Activities. Over the course of the program rotations and industry exposure activities are also available at CIMIC and Pacific Partnerships.
Graduates receive structured, on-the-job training, guided learning plans and leadership mentoring. Over the two-year program, you will experience two one-year rotations with placements in various roles, projects or CIMIC Group companies and be building your career.
For an overview of CIMIC Group click here.
Your future starts here!
UGL is a market leader in end-to-end asset solutions, delivering operational value and enhanced customer experiences through its whole-of-life offer for critical assets in power, water, resources, transport, defence and security, and social infrastructure.
UGL is now looking for a Data Science university student or recent Data Science graduate to commence work immediately and join our next Graduate Program commencing February 2023. You will be based in our People & Culture team in North Sydney.
Discipline:
Data Science
To be successful in this program, you will have the capability to:
Learn new skills, be flexible and adaptive
Work autonomously and as part of a team
Innovate and propose creative solutions
Communicate, advise and present confidently
Influence outcomes through excellent stakeholder engagement
Deliver high quality outcomes, be outcome driven and self-motivated
Relocate to various sites and projects, as required by program rotations
CIMIC Group is an equal opportunity employer, committed to diversity in the workplace.
Applications are open to all Australian citizens and permanent residents, and New Zealand citizens.
Discipline: Engineering
Primary Location: Australia-NSW-North Shore & Northern Beaches
Work Type: Full-time
Show Less",3.8,"UGL Limited
3.8",North Shore,5001 to 10000 Employees,1984,Subsidiary or Business Segment,Construction,"Construction, Repair & Maintenance Services",Unknown / Non-Applicable
Consulting - Climate and Sustainability - 2022/23 Graduate Program (Brisbane),$106K - $120K (Employer Est.),"Date: 11-Jul-2022

Location:
Brisbane, QLD, AU

Department: Consulting

Description:
Job Requisition ID: 28921

Get involved in real client work that’s meaningful and purpose-led, developing and building your skills along the way

Flexible work arrangements – work in a way that suits you best

Technology and retail discounts – from Apple, Windows, The Iconic… the list goes on!

Your future starts with us.
Climate change is the most important issue of our generation. Deloitte’s Climate and Sustainability teams deliver strategic, operational, and digital transformations, helping organisations thrive in a low-emissions, resilient and inclusive economy. We help transform businesses, government, and communities for a sustainable Australia.

What will you get to do?

Working in small, flexible teams, you’ll deliver innovative thinking and business-changing recommendations for our clients. You’ll get the chance to design and implement solutions ranging from commercialising new ventures to helping transform organisational supply chains by identifying opportunities for reducing carbon emissions. We will set you up for success giving you responsibilities early, get to work with big name clients, and be a part of a multidisciplinary team of experts with a multitude of professional backgrounds.

Enough about us, let’s talk about you
You’ll be highly motivated, hardworking and an organised student who:

Combines logical thinking with creativity to approach problem-solving in a unique way

Is fascinated by what generates competitive advantage for businesses

Has excellent communication and interpersonal skills

Thrives in collaborative environments

Is unafraid of difficult problems and ambiguity

Can drive strong commercial and societal outcomes

Studying Environmental Science, Data & AI, Engineering, Commerce, Law, Science, Information Systems and Technology, Computer Science or Mathematics.

Why Deloitte?
At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space
Show Less",4.0,"Deloitte
4.0",Brisbane,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
SVP 2022/2023 - Digital - Data Science,$106K - $120K (Employer Est.),"Date: 26-Jul-2022
Location: AU
Company: Woodside Energy Ltd
Summer Vacation Program – Digital – Data Science

About Woodside Energy

We're a global energy company, founded in Australia with a spirit of innovation and determination. Woodside Energy led the development of the LNG industry in Australia and is applying this same pioneering spirit to solving future energy challenges.

While today Woodside Energy is an oil and gas company, Woodside Energy is actively developing other new energy and low-carbon solutions. Technology and innovation are essential to our long-term sustainability. Woodside Energy aims to be net zero by 2050 and are challenging themselves to do better in how we operate today’s projects and develop tomorrow’s opportunities to build a better future.

Be part of the energy solution through our Summer Vacation Program.

Digital Roles are challenging and diverse, encompassing opportunities within the information technology, data science and information management disciplines.
Opportunities include analysis and design, application development, infrastructure provisioning (including cloud), cyber security, business intelligence and data visualisation, and enterprises content management. In data science, the focus is on developing state-of-the-art analytics and using artificial intelligence and machine learning techniques to extract value from our data.
About the Summer Vacation Program

Woodside Energy’s Summer Vacation Program allows students in their second to last year of university to gain an insight into working within a fast paced, multi-disciplined organisation.

In our award winning 12 week program you will be given the opportunity to undertake challenging projects in a dynamic environment that has been designed to provide:

The opportunity to be assessed for a position on our 2024 Graduate Development Program;
Valuable and extensive on the job work experience;
Practical experience to build on your theoretical knowledge;
The support of a graduate buddy and experienced supervisor; and
Involvement in our dynamic and fast growing community of graduates.

Through our Summer Vacation Program you will not only get valuable exposure to real, meaningful work, but also a fantastic insight into our culture, and exposure to our leaders. and the possibility of seeing our operations first-hand through either a placement or site visit to Karratha.

Eligibility
You are eligible to apply to our Summer Vacation Program if you are:

You are studying an Undergraduate, Honours, Post Graduate, Masters or PHD
In your penultimate (second to last) or final year of university
An Australian or New Zealand citizen or an Australian permanent resident
An international student currently studying and residing in Australia with unrestricted Australian working rights over the summer vacation period

We look for innovators and passionate problem solvers from wide range of degrees. Try our new tool to match your degree with our disciplines, and find the best fit for you. Woodside Energy is an increasingly inclusive and diverse company.

How to apply
Applications for the Student Campaign is open from 27 June 2022 and will close on 12th August 2022.
Show Less",3.6,"Woodside Energy Ltd
3.6",Australia,1001 to 5000 Employees,-1,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$5 to $10 billion (USD)
Expression of Interest - FPGA Hardware Developer,$106K - $120K (Employer Est.),"About the Role
Tibra is a leading Proprietary Trading firm operating in the world’s most advanced financial markets. Our work is dynamic and fast-paced with a strong focus on innovation and data-driven solutions.
As a member of Tibra’s hardware development team you will build low latency trading systems using state-of-the-art hardware technologies. We approach our hardware systems in the same manner as our software systems – using effective development tools to ensure we rapidly produce high quality, reliable solutions. Tibra’s hardware development team is responsible for ensuring our trading systems operate at the lowest possible latency.
We use a mix of C++, Haskell, and VHDL to develop our low latency trading systems, so experience in any of these languages is highly valued. A thorough understanding of digital design will also be beneficial. We compete in some of the most competitive markets in the world, so you will need to innovate and constantly push our systems forward.






Show More",-1,Tibra,Austinmer,-1,-1,-1,-1,-1,-1
