Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
"Software Developers (Real-time Simulation & Machine Technology) – all experience levels, full and part-time",$73K - $91K (Glassdoor Est.),"All experience levels, full and part-time
Immersive Technologies is one of the world's most successful companies in driving continuous improvement of human performance within the mining industry. We're part of the global Komatsu Group of companies, and are the world's largest supplier of mining equipment simulators, with our solutions deployed in over 50 different counties.
Our staff love Immersive because we have some of the most exciting and interesting development projects in Perth, and our products make a genuine difference in the safety and performance of operators. Our projects involve real-time simulation, low-level hardware interfacing, web development, and data management and analytics. Our developers get to work across our full and diverse technology stack, so there are plenty of chances to learn and develop new skills.",4.1,"Immersive Technologies
4.1",Osborne Park,51 to 200 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$25 to $50 million (USD)
Data Scientists | Simulation | Deep Learning |Baseline | Join VSG Today!,$73K - $91K (Glassdoor Est.),"Are you a driven Data Scientist with experience in either Simulation or Deep Learning?
VSG are looking for driven ICT individuals to work with us and our teaming partners in supporting the Defence and National Security Community.
Join Vertical Scope Group (VSG) and our teaming partners as we prepare for work on one of Australia’s largest ICT transformation projects to be created and delivered for Australian Federal Government nation-wide!
We are looking for Data Scientists with experience in either Simulation or Deep Learning.
Simulation Data Scientists will ideally have experience and skills in statistical simulation, probability theory and scientific computing, as well as demonstrated experience in or a desire to learn Microsoft Azure platform.",5.0,"Vertical Scope Group
5.0",Canberra,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Scientist,$73K - $91K (Glassdoor Est.),"The data scientist is responsible for delivering data science and advanced analytics projects that contribute to audience selection and personalisation for customer recommendations, offers and 1-1 marketing campaigns, and improved health insurance business performance.
As well as bringing strong data processing and technical data science capabilities; you will also enjoy working closely with business stakeholders to understand requirements and translate these into data-driven approaches; bringing fresh ideas to ensure that data science projects are supporting the delivery of the health insurance business strategy and the customer analytics roadmap.
How will I help?
Execute analytical approaches, including (but not limited to) developing / training / optimising machine learning models, other forms of analytical modelling (e.g. descriptive, predictive) and applied statistics
Leverage capabilities of the new data science platform to productionise relevant analytical models / outputs
Full time",3.7,"Bupa
3.7",New South Wales,10000+ Employees,1947,Company - Private,Healthcare Services & Hospitals,Healthcare,$5 to $10 billion (USD)
Forensic Analytics - 2023 Graduate Program (Sydney),$73K - $91K (Glassdoor Est.),"Date: 18-Jul-2022

Location:
Sydney, NSW, AU

Department: Financial Advisory

Description:
Job Requisition ID: 24121

Graduate Benefits

Be part of Australia’s largest cohort of graduates – meaning you’ll have a community of other grads to lean on and learn from!

Receive unparalleled professional development through our year-round graduate learning academy

Roll up your sleeves for worthwhile causes on our annual volunteer day, Impact Day, or by working on pro-bono projects

Are you excited to be a part of the team dealing with real and ever-present threats such as fraud, corruption and money laundering?

What will you get to do?

No two days are the same in the Forensic Analytics Graduate program. We provide consultancy and support to clients on a wide range of financial crime and regulatory issues that include money laundering, financial crime and fraud. We look for needles in the massive haystacks of data and information that can signal trouble in the making. Pretty cool, right?

Your future starts with us.

As part of the Forensic family, we're a fast-growing team of trusted advisors who help clients manage their growing regulatory and customer demands for fraud mitigation. In this diverse team, you’ll be involved in:

Data visualisation, statistical and quantitative analysis, explanatory and predictive modelling information to facilitate an informed decision-making process for clients

Continuous monitoring of client’s transactions and activities

Identification of new opportunities for clients through better utilisation of data

Enough about us, let’s talk about you.

You are an inquisitive student with a knack for solving complex problems. You also:

Have passion for data analysis and presenting data for visual impact

Have completed or may be completing a degree in Statistics, Mathematics, Data Science, Actuarial Science, Physics, IT, Engineering, Computer Science, Commerce or equivalent field(s)

Are quick to learn, naturally inquisitive and always up for a challenge

Are excited and open to learning new ways of working

Hold Australian permanent residency or Australian/New Zealand Citizenship (required)

Why Deloitte?

At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.",4.0,"Deloitte
4.0",Sydney,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
Consulting - Digital Creative & Design - Creative Strategy - 2022/23 Graduate Program (Melbourne),$73K - $91K (Glassdoor Est.),"Date: 13-Jul-2022

Location:
Melbourne, VIC, AU

Department: Consulting

Description:
Job Requisition ID: 28141

Gym discounts – Fitness First, Xtend Barre, HealthPass… the list goes on!
Work with industry experts, and top tier list of clients.
Global opportunities – for the travel bugs out there!

About the Creative Deloitte Digital team

Do you like using creativity to solve problems? To take a step back and think how it could be improved – whether ‘it’ is a problem, an experience, a brand, product, or service. And then go and find all the ways to make that happen. At Deloitte Digital, we have all the people and tools to make those big ideas a reality in a way that no-one else can. You’ll find that working with people with backgrounds in fields from AI to creative technology, engineering to climate and sustainability, and scientists to futurists, makes for some pretty powerful inspiration to come up with those big ideas.

We are in the business of solving bigger problems with connected, creative solutions that have the ability to transform businesses.

The Creative practice is part of Deloitte Digital. We bring together a group of the world's most awarded creatives with the intellectual depth of the world's largest consulting firm. All underpinned by Deloitte’s deep industry and technical knowledge, the business provides Creative Consulting, Creative Agency of Record, Brand Transformation, Visual and Interactive Design, Invention and Behaviour Change services.

We work with a wide range of clients, from blue chip corporations to innovative start-ups, helping them adapt to and harness new media and technology. The culture of Deloitte Digital is one that celebrates difference, education, inclusivity and the relentless pursuit of excellence. We’d love to see what you can add.

Enough about us, let’s talk about you

This role requires an enthusiastic creatively-minded strategist, some experience in agency or industry (strategy/creative/digital etc) is advantageous, with a passion for creativity and ideas and the ability to present with confidence.

You will have a strong interest in and aptitude for business strategy, human behaviour and psychology.

You are analytical and strategically-minded with an awareness of market data and developments and the ability to interpret data into insights.

You are a problem-solver with ability to digest and condense complex information into clear, engaging briefs and supported recommendations.

We’re looking for someone who looks forwards not backwards. Who gets excited about collaborating with people with vastly different skillsets. Someone who feels comfortable with ambiguity, making decisions and be able to figure stuff out.

You have an academic mind, you may be a year into a research or marketing strategy position. You would have tertiary education / a masters in fields such as business, law, social sciences, psychology or similar.


Have great communication skills with the ability to present articulately and inspire others

Bring together inputs from multi skilled teams within Deloitte Digital and Deloitte Consultancy to gather inputs across functions and answer challenging problems


Understand your clients’ businesses and industries and seek to find value-adds - learn what questions to ask, have a can-do attitude and add value

Have awareness what’s going on across all live projects, look to anticipate issues and escalate them to managers


Develop the strategic direction for client businesses and projects, working alongside an Account Director / Strategist

Understand clients’ business and marketing objectives and translate those into the clear task to solve for each brief

Write succinct, insights-based briefs that inspire and inform creative teams to do their best work

Understand your clients’ commercial objectives and how we deliver on those through creative work


Be a champion for world class creative work

Take an interest and have awareness of new innovations in creativity to inform our work

Analyse how well the creative answers the brief and campaign objectives, and provide clear and honest feedback to help make the work better

Why Deloitte?

At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.",4.0,"Deloitte
4.0",Melbourne,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
"Quantum Researcher, Experiment (all levels)",$73K - $91K (Glassdoor Est.),"Quantum Brilliance is the world leader in room-temperature quantum computing using synthetic diamonds. Our unique vision is to make quantum computing available as an everyday technology, from data centres to remote and mobile systems like autonomous robots and satellites. In contrast to quantum computers that fill a room, we are developing quantum accelerators with more compute power than a classical supercomputer but a form-factor smaller than a lunchbox.
We are a full-stack Australian-German quantum computing company, led and supported by the pioneers of diamond quantum information processing. Our HQs are in Canberra and Stuttgart, with additional locations across Australia and southern Germany. We are working with global technology leaders to develop quantum computing applications, integrate quantum with high-performance computing, solve materials science challenges and develop ultra-precise semiconductor manufacturing and control techniques. We are backed by leading venture-capital funds and major research and technology institutes.",2.4,"Quantum Brilliance
2.4",Canberra,51 to 200 Employees,2019,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Staff Software Engineer (Remote) - Enterprise,$73K - $91K (Glassdoor Est.),"Your Job
This role is only open to candidates who are already based in Australia and you'll be working remotely with a team at Indeed Tokyo. We are also open to considering visa sponsorship or relocation to Japan.

If you are an engineer who's passionate about building innovative products that scale to tens of millions of pageviews a day, Indeed is looking for you. Indeed offers smart developers like you a multi-faceted development ecosystem with short release cycles. Every week sees the new release of multiple products that meet the growing needs of millions of job seekers worldwide.

As a full-stack software engineer at Indeed, you’ll be a part of a small, highly talented team of people working end-to-end on the products and services that power the world’s #1 job site. You’ll have the opportunity to impact everything from user-facing pixels on both desktop and mobile, to the backend data stores, and everything between.









Sydney 173,000 - 251,000 AUD per year",4.4,"Indeed
4.4",Australia,5001 to 10000 Employees,2004,Company - Private,Internet & Web Services,Information Technology,$2 to $5 billion (USD)
Research Intern,$73K - $91K (Glassdoor Est.),"Research Intern-220008CR

Applicants are required to read, write, and speak the following languages: English
Preferred Qualifications
Reseach internship @ Oracle Labs
Position reports to – Project Lead/Research Director
Overall Objective/Purpose – A research internship at Oracle Labs will give you an opportunity to explore complex software research problems in different areas of intelligent application security like software composition analysis, runtime application self-protection, vulnerability detection and remediation, program synthesis, cloud security, supply chain security, threat intelligence etc. You shall be leveraging your existing knowledge in these areas as well as applying skills and techniques in machine learning, program analysis, taint analysis, fuzzing, NLP, synthesis etc. to advance the state of the art, working alongside engineers and researchers at Oracle Labs. You will also have the opportunity to tailor the project to your own experience and academic programme requirements, if any. This is a paid position, remunerated in accordance with industry standards.",3.9,"Oracle
3.9",Brisbane,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Technology Graduate - 2023,$73K - $91K (Glassdoor Est.),"Hi, we’re PEXA!
We know you’ll Google us before applying, so let’s keep this brief. PEXA revolutionised the way that property is settled in Australia, turning a paper-based process into a digital one. Our solution is a world-first, with over 500 people across Australia and an expanding international team, we’re helping 20,000+ families into their homes each week.
We’re passionate about solving problems for our customers – always striving to set the standard for how property is bought and sold. Being awarded as one of the best places to work in Australia is a recognition of our culture and commitment to innovation, customers and our community.
We’re growing fast, that is where you come in.
*
What it’s like to work here*",4.5,"Property Exchange Australia Limited
4.5",Australia,201 to 500 Employees,2010,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable
Graduate - Technology Associate - Canberra,$73K - $91K (Glassdoor Est.),"Infosys is a global leader in next-generation digital services and consulting. We enable clients in more than 50 countries to navigate their digital transformation. With over four decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.

Visit www.infosys.com to see how Infosys (NYSE: INFY) can help your enterprise navigate your next.

Roles and Responsibilities:
As a Technology Associate, you will work on exciting projects with some of the largest companies in the world. You’ll be met with many new opportunities and do more by becoming a part of the Infosys community. We value lifelong learning, creative thinking and foster an entrepreneurial culture. Come amplify your potential and become your very best while helping us co-create the digital and disruptive future of innovation and technology.

We offer varied pathways in areas like:

If your passion is to build solutions that really make a difference to enterprises, the community and your world, Infosys is the right place for you. If you recently completed your graduation or have 0-2 years’ industry experience and are looking for your big career break, then come join us.

Essential Skills:

Preferred Skills:

What Infosys can offer you:

All aspects of employment at Infosys are based on merit, competence and performance. We are committed to embracing diversity and creating an inclusive environment for all employees. Infosys is proud to be an equal opportunity employer.

At Infosys, we recognize that everyone has individual requirements. If you are a person with disability, illness or injury and require adjustments to the recruitment and selection process, please contact our Recruitment team for adjustment only on Infosys_ta@infosys.com or include your preferred method of communication in email and someone will be in touch.",3.8,"Infosys
3.8",Canberra,5001 to 10000 Employees,1981,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)
SVP 2022/2023 - Digital - Data Science,$73K - $91K (Glassdoor Est.),"Date: 26-Jul-2022
Location: AU
Company: Woodside Energy Ltd
Summer Vacation Program – Digital – Data Science

About Woodside Energy

We're a global energy company, founded in Australia with a spirit of innovation and determination. Woodside Energy led the development of the LNG industry in Australia and is applying this same pioneering spirit to solving future energy challenges.",3.6,"Woodside Energy Ltd
3.6",Australia,1001 to 5000 Employees,-1,Company - Public,Energy & Utilities,"Energy, Mining, Utilities",$5 to $10 billion (USD)
Bioinformatics IT Support Officer,$73K - $91K (Glassdoor Est.),"Classification: ANU Officer Grade 7 (Information Technology)
Salary package: $92,100 – $96,713 per annum plus 17% Superannuation
Term: Full time, Fixed Term (36 months) (part-time, a gradual increase in hours will be considered)
Working at ANU
This is an opportunity to work with a world class University that undertakes cutting edge research and has a strong tradition in research-led teaching excellence.
We offer:
Flexible working arrangements including hybrid arrangements working both on our beautiful, green campus and working remotely,",4.2,"Australian National University
4.2",Canberra,1001 to 5000 Employees,-1,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD)
2023 Nearmap Graduate Program - AI Systems (Machine Learning),$73K - $91K (Glassdoor Est.),"Company Description

Nearmap is unique. A global technology company with incredible people; a market-leader with energy and spirit. Nearmap was named as one of the world’s 10 Most Innovative Companies of 2020 by Fast Company magazine – and we’re growing.

What we do
We provide easy, instant access to high-resolution aerial imagery, city-scale 3D content, AI datasets and integrated geospatial tools, with wide-scale coverage across the USA, Canada, Australia and New Zealand. At the core of it, we’re a location content company, a visual analytics company, and a software as a service company. Innovation is weaved into our DNA.",3.7,"Nearmap
3.7",Sydney,201 to 500 Employees,2007,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Business Intelligence (BI) & Data Warehouse Developer,$73K - $91K (Glassdoor Est.),"What is it like working at Harris Farm Markets?
Fun, fast paced and in IT you will have opportunity to work on multiple platforms and cutting-edge technologies. As family owned dynamic fresh food retailer who is rapidly growing, to thrive you will need to be open to being incredibly flexible and agile in order to meet business demands. In other words, it is busy and very fun!
As for our team, we are a small team of innovative developers who deliver quality solutions to the technical challenges of a rapidly growing company who have been a household name since 1971.
The Company
Harris Farm Markets has built a strong reputation for delivering good quality fresh food at great value for our customers.",3.7,"Harris Farm
3.7",Australia,501 to 1000 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Scientist (Remote Sensing),$73K - $91K (Glassdoor Est.),"The Scientist (Remote Sensing), PO3 is a role in which you will:
Contribute your knowledge and skills to a program of work that will generate and deliver high quality,scientifically defensible state-wide mapping and monitoring products using remote sensing, field data and other spatial information.
Process, interpret and analyse remote sensing imagery and spatial data to identify, map and monitor changes in the environment to support government programs and occasionally in support of compliance investigations and/or court proceedings.
Develop, maintain and use open source and proprietary software and data management systems for image processing and analysis to develop mapping products, store large datasets, and maintain quality control in a multi-user environment based on recognised data standards.
Participate in fieldwork and field data collection for the calibration and validation of mapping products derived from remotely sensed imagery.
See Role Description for further information
Applications to remain current for 12 months.
QLD/434843/22

Monday, 15 August 2022This work is licensed under a Creative Commons Attribution 3.0 Australia License.",3.2,"Environment and Science
3.2",Brisbane,1001 to 5000 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Artificial Intelligence- Virtual Assistant & NLP Data Scientist,$73K - $91K (Glassdoor Est.),"Are you curious about how digital is changing the world?
Join Accenture and help transform leading organizations and communities around the world. The sheer scale of our capabilities and client engagements and the way we collaborate, operate and deliver value provides an unparalleled opportunity to grow and advance. Choose Accenture, and make delivering innovative work part of your extraordinary career.
As a leading professional services company with people working across 120 countries, your career can take many exciting paths spanning interactive, strategy, consulting, technology and operations.
As part of a global diverse workforce you will help organisations across every industry imaginable improve the way they work. Join us and let challenging, interesting and enjoyable work become part of daily life.",3.9,"Accenture
3.9",Canberra,10000+ Employees,1989,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD)
Graduate Data Science - Brisbane (Corporate),$73K - $91K (Glassdoor Est.),"Job Number:
82295
Work type:
Permanent - Full Time
Location:
Brisbane
Categories:
Information Technology
Aurizon is seeking Graduates for our 2023 Graduate Campaign!
Our Graduates are permanent employees at Aurizon and this program provides an opportunity to develop technical and leadership capability across areas of our business. Graduates are offered diverse opportunities, flexibility, building of networks, professional challenges and a supportive career path in a top 100 ASX listed company. This program will build strong foundations for a successful future.",3.7,"Aurizon
3.7",Brisbane,1001 to 5000 Employees,2009,Company - Public,Taxi & Car Services,Transportation & Logistics,$2 to $5 billion (USD)
Junior Data Analyst - Western Public Health Unit,$73K - $91K (Glassdoor Est.),"Job Description
Location: Melbourne | Western Metropolitan
Job type: Not provided
Organisation: Western Health
Salary: Salary not specified
Occupation: Health and Allied Health
Reference: 46631",3.9,"Western Health
3.9",Melbourne,5001 to 10000 Employees,-1,Hospital,-1,-1,Unknown / Non-Applicable
Data Scientist/ Manager - Multiple Locations,$73K - $91K (Glassdoor Est.),"Date: 07-Jul-2022

Location:
Sydney, NSW, AU Perth, WA, AU Melbourne, VIC, AU

Department: Audit and Assurance

Description:
Job Requisition ID: 29435

About our team
The Audit & Assurance Analytics Team is responsible for delivery of complex analytics solutions to help our clients achieve clear differentiation and sustainable competitive advantage through improved decision making. We believe that success comes from really understanding the full business impact of choices and using analytics to drive improved operational and strategic decision making with a focus on the finance function. We understand the complexity of the problems our clients face and we work alongside them to use this understanding to make the right decisions and execute quickly and successfully.

Designed to be different, our team brings diverse thinkers from science, engineering, business, finance, software development and consulting to work together in a dynamic and creative environment.

About the role
We are looking for ambitious analytics professionals who have a real passion for analytics and delivering valuable insights, and who think differently about problems and solutions. Working as part of our fast growing team, you will work with a range of internal and external clients on the issues that matter to them; how to use their information and insights to drive efficiency, identify risks, grow revenue and introduce innovation to their market offering.

Enough about us let's talk about you. Applicants will ideally be able to demonstrate:

Designing and delivering data-driven solutions that embrace people, process, data and technology to realise the strategic outcome
A proven ability to create advanced analytical models that are fit for purpose and scalable, to identify insightful trends and patterns from the data
Good understanding of the ETL framework and ability to build efficient ETL dataflows using Microsoft SSIS or Python
Demonstrated experience with a range of languages / tools such as:
SQL / Tableau / Power BI / VBA / Python / R / SAS / QlikView / Qlik Sense / SPSS
Experience in developing and deploying of Machine Learning and Deep Learning models and techniques is a plus


Data Mining & Management / Predictive Analytics / Machine Learning / Optimisation / Business Rules Engines / Geospatial Analysis / Risk Scoring & Identification

Why Deloitte?
At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. Deloitte Australia opens the door to a career that can cross borders virtually and physically across Asia Pacific to gain experience and access projects beyond Australia’s borders. We value difference, and embrace people with diverse backgrounds, experiences, gender identities, abilities and thinking styles. Knowing that people work best in a variety of ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated.

We’re committed to continually building a safe and respectful workplace, where all our people feel appreciated and accepted. Through the creation of endorsed employee-led diversity networks which promote cultural, disability, LGBTI+, Aboriginal and Torres Strait Islander people and gender equality, we’re leading the way to shape an environment where everybody can thrive.

We are proud to have been recognised for our efforts in inspiring change and accelerating progress – check out our careers site for recent recognition in this space.",4.0,"Deloitte
4.0",Sydney,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
Data Science and Machine Learning Consultant / Manager,$73K - $91K (Glassdoor Est.),"Harness the power of data and artificial intelligence to accelerate change.
Join our Applied Intelligence team and create innovative, forward thinking and life changing solutions using cutting-edge technologies. We are changing the world fast, come with us.

Your role: Data Science and Machine Learning Consultant and Managers

You will be part of one global network, tapping into the deep expertise of our Applied Intelligence practice and be faced with boundaryless opportunities to excel.

Drive the growth of your team and build a diverse, entrepreneurial team of professionals with both qualitative and quantitative backgrounds using data-driven and insights-led approaches to respond quickly in a dynamic and ever-changing market",3.9,"Accenture
3.9",Sydney,10000+ Employees,1989,Company - Public,Business Consulting,Management & Consulting,$10+ billion (USD)
Consultant / Senior Consultant - Strategy - Data & AI,$73K - $91K (Glassdoor Est.),"Date: 31-Jul-2022

Location:
Brisbane, QLD, AU

Department: Consulting

Description:
Job Requisition ID: 27740

About the team

Big data, information and analytics. Three words that spark apprehension in most businesses. But our team of experts are constantly curious and excited about combining our wonderful array of technological expertise to transform data into our clients’ most valuable assets, making their work smarter.

We primarily seek to improve the efficiency and effectiveness of organisations at all stages of the data transformation journey from designing the change required, to delivering and managing that change and providing assurance around change initiatives.

You will be an integral part of one of the fastest growing teams in Australia and build best in class data & AI solutions.

This role is for the AI & Automation team, which sits within the Data & AI, Strategy Analytics & Transformation in Deloitte Consulting.

What will your typical day look like?

As a Senior Consultant in our Data & AI team, focussing on Analytics & AI strategy, you will use your consulting skills to help clients make the right choices and take the right actions towards better use of Analytics and AI to achieve their business goals. As technical, strategy and industry experts, we understand clients’ challenges and define compelling strategies to meet their vision for becoming insight driven. A Senior Consultant will develop compelling interactions and presentations to showcases strategies, operating models and transformational business cases to clients across a range of industries, including Financial Services, Insurance, Government, Energy & Resources, Life Sciences & Healthcare, Telecommunications and Consumer Products.

Provide advisory services to business leaders and align AI, analytics, automation or data solutions to clients’ needs and develop an objectives, strategies and approaches that help clients transform
Build solid foundations of a business case and key recommendations for implementing analytical solutions for the client in alignment with their business agenda and strategic drivers
Analyse and evaluate current systems and structures of organisations where required, advising on business restructures, appropriate methods for collecting and analysing data and developing informed recommendations that shape or support the client’s business strategy
Comprehend and learn about client’s current business state, competitors’ point(s) of differentiation, industry landscape to support the identification, evaluation and selection of solutions that most effectively support clients’ strategic and business objectives
Conduct gap analysis on client’s current business landscape (i.e. operating model, business processes) to identify and define key recommendations and opportunities to uplift business performance
Design and assist with implementation plans for approved recommendations. Managing the delivery and provisioning of
Apply knowledge of best practices and latest yet effective trends to design a strategic and business transformation plan that delivers on client’s strategic growth agenda and gain client’s buy-in to the transformation plan
Assist with implementing approved recommendations in transformation plan, including provision of procedure and supporting documentation
Plan and carry out assigned business analysis activities within engagement timeframes and budget, to ensure implemented solutions meet business requirements and enhance efficiencies

Enough about us, let’s talk about you.


Experience developing business unit or organizational level data or technology strategy within a consulting or industry environment
Ability to structure, break down and solve complex problems through synthesis of information, quantitative thinking and analysis
Ability to interpret analysis and modelling results in a business context and provide commercially foucssed recommendations to inform business decisions
Exceptional verbal and written communication skills, capable of working effectively with people at all levels in an organization
Strong sense of ownership of outcomes with the drive to self-start and take initiative
A passion for working collaboratively with diverse teams, and to create an including environment for everyone
Ability to structure and facilitate client stakeholder interviews

The minimum salary requirement for this role is $95,000 inclusive of 10% superannuation.",4.0,"Deloitte
4.0",Brisbane,10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD)
BI Analyst,$73K - $91K (Glassdoor Est.),"We are currently working with a top tier retailer in Australia and looking for a Business Intelligence analyst to join them.
The role
As a junior / mid-level BI analyst, this role supports the business with data and analytics requests and ensures its ongoing seamless operation. You will work with a high volume of data and contribute to the improvement of business processes and customer experience.
Key responsibilities
Analyze, design, customize and implement reporting solutions for both internal and external stakeholders
Test reporting dashboards and BI systems",-1,Logickube,Sydney,-1,-1,-1,-1,-1,-1
Data Operations Analyst,$73K - $91K (Glassdoor Est.),"Why join Kalibrate?

We are the technology company whose software platforms provide microlocal insight so organizations can make location-critical business decisions with confidence.
We exist to help organizations make better decisions – so they can identify opportunities, understand risk, invest smarter, boost profits, and outperform the competition.
With the power of sophisticated data science, machine learning, and AI, we analyze countless data sources to identify the information that matters – enabling our customers to truly know their market and answer their most important business questions.
We want to support a world without guesswork – where every organization has access to the insights that drive economic growth and shape successful communities, today and tomorrow.
The Kalibrate team works across the globe, supporting 800+ customers in more than 70 countries.",4.0,"Kalibrate
4.0",Remote,51 to 200 Employees,1993,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD)
Graduate Machine Learning (Canberra based),$73K - $91K (Glassdoor Est.),"Kick start your tech career by joining our team as a Graduate Machine Learning Consultant and learning from an extremely talented bunch of technologists, both on and off the job.
Kickstart your career in technology consulting
Learn from an experienced team of technologists
Friendly, fun, and flexible team environment
As a Machine Learning Graduate, you will have the opportunity to learn from Data Scientists, DevOps engineers, and our consulting team to learn and apply best-practice data science and software engineering.
This is a fantastic opportunity for someone looking to launch their career within the Machine Learning space. The structure of the team allows you to work closely alongside the entire team and other key staff gaining mentorship, knowledge, and experience.",4.7,"KJR
4.7",Canberra,51 to 200 Employees,1997,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Scientist (x2),$73K - $91K (Glassdoor Est.),"Background:
PLAYGROUND XYZ is an advertising technology business headquartered in Sydney with operations in Australia, New Zealand, Singapore, London, Los Angeles and New York.
Our mission is to master the art and science of measuring and maximizing attention. To do this, we’ve built the world’s first ML system that can measure how long an ad was looked at (a metric we call Attention Time). Fuelled and verified by real eye tracking data, but able to throw off the shackles of panels and instead scale infinitely across the world wide web, our system is set to revolutionize the way that digital media is measured, bought and sold.
We are an enthusiastic global team and a fast-growing business with every major agency group and a great list of top tier publishers using our technology. We’re a team of adtech experts with an unrelenting focus on quality products and technology. Our tech is being used by top 100 brands across the globe. We’ve won coveted ‘Marketing Technology Company of the Year’ awards from both B&T and Mumbrella and featured twice as a Rising Star in the Deloitte Fast 50 Technology Awards.",4.7,"PLAYGROUND XYZ
4.7",Sydney,51 to 200 Employees,2015,Company - Private,Advertising & Public Relations,Media & Communication,$25 to $50 million (USD)
